icd9_code,short_title,long_title
8281,Fx legs w arm/rib-open,"Open multiple fractures involving both lower limbs, lower with upper limb, and lower limb(s) with rib(s) and sternum"
8300,Dislocation jaw-closed,Closed dislocation of jaw
83100,Disloc shoulder NOS-clos,"Closed dislocation of shoulder, unspecified"
83101,Ant disloc humerus-close,Closed anterior dislocation of humerus
83103,Infer disloc humerus-cl,Closed inferior dislocation of humerus
83104,Disloc acromioclavic-cl,Closed dislocation of acromioclavicular (joint)
83109,Disloc shoulder NEC-clos,"Closed dislocation of shoulder, other"
83114,Disloc acromioclavic-opn,Open dislocation of acromioclavicular (joint)
83200,Dislocat elbow NOS-close,"Closed dislocation of elbow, unspecified"
83202,Post disloc elbow-closed,Closed posterior dislocation of elbow
83209,Dislocat elbow NEC-close,"Closed dislocation of elbow, other"
83300,Disloc wrist NOS-closed,"Closed dislocation of wrist, unspecified part"
83301,Disloc dist radiouln-cl,"Closed dislocation of radioulnar (joint), distal"
83302,Disloc radiocarpal-clos,Closed dislocation of radiocarpal (joint)
83303,Disloca midcarpal-closed,Closed dislocation of midcarpal (joint)
83305,Disloc metacarpal-closed,"Closed dislocation of metacarpal (bone), proximal end"
83309,Disloc wrist NEC-closed,"Closed dislocation of wrist, other"
83311,Disloc dist radiouln-opn,"Open dislocation of radioulnar (joint), distal"
83313,Dislocat midcarpal-open,Open dislocation of midcarpal (joint)
83400,Disl finger NOS-closed,"Closed dislocation of finger, unspecified part"
83401,Disloc metacarpophaln-cl,Closed dislocation of metacarpophalangeal (joint)
83402,Disl interphaln hand-cl,"Closed dislocation of interphalangeal (joint), hand"
83411,Disl metacarpophalan-opn,Open dislocation of metacarpophalangeal (joint)
83500,Dislocat hip NOS-closed,"Closed dislocation of hip, unspecified site"
83501,Posterior disloc hip-cl,Closed posterior dislocation of hip
83503,Ant disloc hip NEC-clos,Other closed anterior dislocation of hip
8360,Tear med menisc knee-cur,"Tear of medial cartilage or meniscus of knee, current"
8361,Tear lat menisc knee-cur,"Tear of lateral cartilage or meniscus of knee, current"
8362,Tear meniscus NEC-curren,"Other tear of cartilage or meniscus of knee, current"
8363,Dislocat patella-closed,"Dislocation of patella, closed"
8364,Dislocation patella-open,"Dislocation of patella, open"
83650,Dislocat knee NOS-closed,"Dislocation of knee, unspecified, closed"
83651,Ant disloc prox tibia-cl,"Anterior dislocation of tibia, proximal end, closed"
83652,Post disl prox tibia-cl,"Posterior dislocation of tibia, proximal end, closed"
83660,Dislocat knee NOS-open,"Dislocation of knee, unspecified, open"
83661,Ant disl prox tibia-open,"Anterior dislocation of tibia, proximal end, open"
8370,Dislocation ankle-closed,Closed dislocation of ankle
8371,Dislocation ankle-open,Open dislocation of ankle
83801,Disloc tarsal NOS-closed,"Closed dislocation of tarsal (bone), joint unspecified"
83805,Disl metatarsophalang-cl,Closed dislocation of metatarsophalangeal (joint)
83809,Dislocat foot NEC-closed,"Closed dislocation of foot, other"
83813,Disl tarsometatarsal-opn,Open dislocation of tarsometatarsal (joint)
83900,Disloc cerv vert NOS-cl,"Closed dislocation, cervical vertebra, unspecified"
83901,Disloc 1st cerv vert-cl,"Closed dislocation, first cervical vertebra"
83902,Disloc 2nd cerv vert-cl,"Closed dislocation, second cervical vertebra"
83903,Disloc 3rd cerv vert-cl,"Closed dislocation, third cervical vertebra"
83904,Disloc 4th cerv vert-cl,"Closed dislocation, fourth cervical vertebra"
83905,Disloc 5th cerv vert-cl,"Closed dislocation, fifth cervical vertebra"
83906,Disloc 6th cerv vert-cl,"Closed dislocation, sixth cervical vertebra"
83907,Disloc 7th cerv vert-cl,"Closed dislocation, seventh cervical vertebra"
83908,Disloc mult cerv vert-cl,"Closed dislocation, multiple cervical vertebrae"
83920,Dislocat lumbar vert-cl,"Closed dislocation, lumbar vertebra"
83921,Disloc thoracic vert-cl,"Closed dislocation, thoracic vertebra"
83942,Dislocat sacrum-closed,"Closed dislocation, sacrum"
83961,Dislocat sternum-closed,"Closed dislocation, sternum"
83969,Dislocat site NEC-closed,"Closed dislocation, other location"
83979,Dislocat site NEC-open,"Open dislocation, other location"
8400,Sprain acromioclavicular,Acromioclavicular (joint) (ligament) sprain
8404,Sprain rotator cuff,Rotator cuff (capsule) sprain
8406,Sprain supraspinatus,Supraspinatus (muscle) (tendon) sprain
8407,Sup glenoid labrm lesion,Superior glenoid labrum lesion
8408,Sprain shoulder/arm NEC,Sprains and strains of other specified sites of shoulder and upper arm
8409,Sprain shoulder/arm NOS,Sprains and strains of unspecified site of shoulder and upper arm
8411,Sprain ulnar collat lig,Ulnar collateral ligament sprain
8418,Sprain elbow/forearm NEC,Sprains and strains of other specified sites of elbow and forearm
84200,Sprain of wrist NOS,"Sprain of wrist, unspecified site"
84209,Sprain of wrist NEC,Other sprains and strains of wrist
8438,Sprain hip & thigh NEC,Sprains and strains of other specified sites of hip and thigh
8439,Sprain hip & thigh NOS,Sprains and strains of unspecified site of hip and thigh
8440,Sprain lateral coll lig,Sprain of lateral collateral ligament of knee
8441,Sprain medial collat lig,Sprain of medial collateral ligament of knee
8442,Sprain cruciate lig knee,Sprain of cruciate ligament of knee
8448,Sprain of knee & leg NEC,Sprains and strains of other specified sites of knee and leg
8449,Sprain of knee & leg NOS,Sprains and strains of unspecified site of knee and leg
84500,Sprain of ankle NOS,"Sprain of ankle, unspecified site"
84503,Sprain distal tibiofibul,"Sprain of tibiofibular (ligament), distal of ankle"
84509,Sprain of ankle NEC,Other sprains and strains of ankle
84512,Sprain metatarsophalang,Sprain of metatarsophalangeal (joint) of foot
8460,Sprain lumbosacral,Sprain of lumbosacral (joint) (ligament)
8461,Sprain sacroiliac,Sprain of sacroiliac ligament
8469,Sprain sacroiliac NOS,Sprain of unspecified site of sacroiliac region
8470,Sprain of neck,Sprain of neck
8471,Sprain thoracic region,Sprain of thoracic
8472,Sprain lumbar region,Sprain of lumbar
8479,Sprain of back NOS,Sprain of unspecified site of back
8488,Sprain NEC,Other specified sites of sprains and strains
8500,Concussion w/o coma,Concussion with no loss of consciousness
85011,Concus-brief coma <31 mn,"Concussion, with loss of consciousness of 30 minutes or less"
8502,Concussion-moderate coma,Concussion with moderate loss of consciousness
8504,Concussion-deep coma,"Concussion with prolonged loss of consciousness, without return to pre-existing conscious level"
8505,Concussion w coma NOS,Concussion with loss of consciousness of unspecified duration
8509,Concussion NOS,"Concussion, unspecified"
85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85101,Cortex contusion-no coma,"Cortex (cerebral) contusion without mention of open intracranial wound, with no loss of consciousness"
85102,Cortex contus-brief coma,"Cortex (cerebral) contusion without mention of open intracranial wound, with brief [less than one hour] loss of consciousness"
85103,Cortex contus-mod coma,"Cortex (cerebral) contusion without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness"
85105,Cortex contus-deep coma,"Cortex (cerebral) contusion without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
85106,Cortex contus-coma NOS,"Cortex (cerebral) contusion without mention of open intracranial wound, with loss of consciousness of unspecified duration"
85109,Cortex contus-concus NOS,"Cortex (cerebral) contusion without mention of open intracranial wound, with concussion, unspecified"
85121,Cortex lacerat w/o coma,"Cortex (cerebral) laceration without mention of open intracranial wound, with no loss of consciousness"
85125,Cortex lacerat-deep coma,"Cortex (cerebral) laceration without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
85131,Opn cortex lacer-no coma,"Cortex (cerebral) laceration with open intracranial wound, with no loss of consciousness"
85135,Opn cortex lac-deep coma,"Cortex (cerebral) laceration with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
85140,Cerebel/brain stm contus,"Cerebellar or brain stem contusion without mention of open intracranial wound, unspecified state of consciousness"
85141,Cerebell contus w/o coma,"Cerebellar or brain stem contusion without mention of open intracranial wound, with no loss of consciousness"
85142,Cerebell contus-brf coma,"Cerebellar or brain stem contusion without mention of open intracranial wound, with brief [less than one hour] loss of consciousness"
85144,Cerebel contus-prol coma,"Cerebellar or brain stem contusion without mention of open intracranial wound, with prolonged [more than 24 hours] loss consciousness and return to pre-existing conscious level"
85145,Cerebel contus-deep coma,"Cerebellar or brain stem contusion without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
85146,Cerebell contus-coma NOS,"Cerebellar or brain stem contusion without mention of open intracranial wound, with loss of consciousness of unspecified duration"
85150,Cerebel contus w opn wnd,"Cerebellar or brain stem contusion with open intracranial wound, unspecified state of consciousness"
85162,Cerebel lacer-brief coma,"Cerebellar or brain stem laceration without mention of open intracranial wound, with brief [less than 1 hour] loss of consciousness"
85173,Opn cerebel lac-mod coma,"Cerebellar or brain stem laceration with open intracranial wound, with moderate [1-24 hours] loss of consciousness"
85175,Opn cerebe lac-deep coma,"Cerebellar or brain stem laceration with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
85180,Brain laceration NEC,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, unspecified state of consciousness"
85181,Brain lacer NEC w/o coma,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with no loss of consciousness"
85182,Brain lac NEC-brief coma,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with brief [less than one hour] loss of consciousness"
85183,Brain lacer NEC-mod coma,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness"
85184,Brain lac NEC-proln coma,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre- existing conscious level"
85185,Brain lac NEC-deep coma,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
85186,Brain lacer NEC-coma NOS,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with loss of consciousness of unspecified duration"
85189,Brain lacer NEC-concuss,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with concussion, unspecified"
85190,Brain lac NEC w open wnd,"Other and unspecified cerebral laceration and contusion, with open intracranial wound, unspecified state of consciousness"
85194,Opn brain lac-proln coma,"Other and unspecified cerebral laceration and contusion, with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
85196,Opn brain lacer-coma NOS,"Other and unspecified cerebral laceration and contusion, with open intracranial wound, with loss of consciousness of unspecified duration"
85200,Traum subarachnoid hem,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness"
85201,Subarachnoid hem-no coma,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with no loss of consciousness"
85202,Subarach hem-brief coma,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with brief [less than one hour] loss of consciousness"
85203,Subarach hem-mod coma,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness"
85204,Subarach hem-prolng coma,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
85205,Subarach hem-deep coma,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
85206,Subarach hem-coma NOS,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with loss of consciousness of unspecified duration"
85209,Subarach hem-concussion,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with concussion, unspecified"
85210,Subarach hem w opn wound,"Subarachnoid hemorrhage following injury with open intracranial wound, unspecified state of consciousness"
85211,Opn subarach hem-no coma,"Subarachnoid hemorrhage following injury with open intracranial wound, with no loss of consciousness"
85212,Op subarach hem-brf coma,"Subarachnoid hemorrhage following injury with open intracranial wound, with brief [less than one hour] loss of consciousness"
85215,Op subarach hem-deep com,"Subarachnoid hemorrhage following injury with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
85216,Op subarach hem-coma NOS,"Subarachnoid hemorrhage following injury with open intracranial wound, with loss of consciousness of unspecified duration"
85219,Opn subarach hem-concuss,"Subarachnoid hemorrhage following injury with open intracranial wound, with concussion, unspecified"
85220,Traumatic subdural hem,"Subdural hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness"
85221,Subdural hem w/o coma,"Subdural hemorrhage following injury without mention of open intracranial wound, with no loss of consciousness"
85222,Subdural hem-brief coma,"Subdural hemorrhage following injury without mention of open intracranial wound, with brief [less than one hour] loss of consciousness"
85223,Subdural hemorr-mod coma,"Subdural hemorrhage following injury without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness"
85224,Subdural hem-prolng coma,"Subdural hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
85225,Subdural hem-deep coma,"Subdural hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
85226,Subdural hemorr-coma NOS,"Subdural hemorrhage following injury without mention of open intracranial wound, with loss of consciousness of unspecified duration"
85229,Subdural hem-concussion,"Subdural hemorrhage following injury without mention of open intracranial wound, with concussion, unspecified"
85231,Open subdur hem w/o coma,"Subdural hemorrhage following injury with open intracranial wound, with no loss of consciousness"
85232,Opn subdur hem-brf coma,"Subdural hemorrhage following injury with open intracranial wound, with brief [less than one hour] loss of consciousness"
85239,Opn subdur hem-concuss,"Subdural hemorrhage following injury with open intracranial wound, with concussion, unspecified"
85240,Traumatic extradural hem,"Extradural hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness"
85241,Extradural hem w/o coma,"Extradural hemorrhage following injury without mention of open intracranial wound, with no loss of consciousness"
85242,Extradur hem-brief coma,"Extradural hemorrhage following injury without mention of open intracranial wound, with brief [less than 1 hour] loss of consciousness"
85245,Extradural hem-deep coma,"Extradural hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
85246,Extradural hem-coma NOS,"Extradural hemorrhage following injury without mention of open intracranial wound, with loss of consciousness of unspecified duration"
85256,Extradural hem-coma NOS,"Extradural hemorrhage following injury with open intracranial wound, with loss of consciousness of unspecified duration"
85300,Traumatic brain hem NEC,"Other and unspecified intracranial hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness"
85301,Brain hem NEC w/o coma,"Other and unspecified intracranial hemorrhage following injury without mention of open intracranial wound, with no loss of consciousness"
85302,Brain hem NEC-brief coma,"Other and unspecified intracranial hemorrhage following injury without mention of open intracranial wound, with brief [less than one hour] loss of consciousness"
85304,Brain hem NEC-proln coma,"Other and unspecified intracranial hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre- existing conscious level"
85305,Brain hem NEC-deep coma,"Other and unspecified intracranial hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
85306,Brain hem NEC-coma NOS,"Other and unspecified intracranial hemorrhage following injury without mention of open intracranial wound, with loss of consciousness of unspecified duration"
85309,Brain hem NEC-concussion,"Other and unspecified intracranial hemorrhage following injury without mention of open intracranial wound, with concussion, unspecified"
85310,Brain hem NEC w opn wnd,"Other and unspecified intracranial hemorrhage following injury with open intracranial wound, unspecified state of consciousness"
85314,Brain hem opn-proln coma,"Other and unspecified intracranial hemorrhage following injury with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
85316,Brain hem open-coma NOS,"Other and unspecified intracranial hemorrhage following injury with open intracranial wound, with loss of consciousness of unspecified duration"
85400,Brain injury NEC,"Intracranial injury of other and unspecified nature without mention of open intracranial wound, unspecified state of consciousness"
85401,Brain injury NEC-no coma,"Intracranial injury of other and unspecified nature without mention of open intracranial wound, with no loss of consciousness"
85402,Brain inj NEC-brief coma,"Intracranial injury of other and unspecified nature without mention of open intracranial wound, with brief [less than one hour] loss of consciousness"
85403,Brain inj NEC-mod coma,"Intracranial injury of other and unspecified nature without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness"
85404,Brain inj NEC-proln coma,"Intracranial injury of other and unspecified nature without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
85405,Brain inj NEC-deep coma,"Intracranial injury of other and unspecified nature without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
85406,Brain inj NEC-coma NOS,"Intracranial injury of other and unspecified nature without mention of open intracranial wound, with loss of consciousness of unspecified duration"
8600,Traum pneumothorax-close,Traumatic pneumothorax without mention of open wound into thorax
8601,Traum pneumothorax-open,Traumatic pneumothorax with open wound into thorax
8602,Traum hemothorax-closed,Traumatic hemothorax without mention of open wound into thorax
8603,Traum hemothorax-open,Traumatic hemothorax with open wound into thorax
8604,Traum pneumohemothor-cl,Traumatic pneumohemothorax without mention of open wound into thorax
8605,Traum pneumohemothor-opn,Traumatic pneumohemothorax with open wound into thorax
86100,Heart injury NOS-closed,Unspecified injury of heart without mention of open wound into thorax
86101,Heart contusion-closed,Contusion of heart without mention of open wound into thorax
86102,Heart laceration-closed,Laceration of heart without penetration of heart chambers or without mention of open wound into thorax
86103,Heart chamber lacerat-cl,Laceration of heart with penetration of heart chambers without mention of open wound into thorax
86110,Heart injury NOS-open,Unspecified injury of heart with open wound into thorax
86112,Heart laceration-open,"Laceration of heart without penetration of heart chambers, with open wound into thorax"
86113,Heart chamber lacer-opn,Laceration of heart with penetration of heart chambers with open wound into thorax
86120,Lung injury NOS-closed,Unspecified injury of lung without mention of open wound into thorax
86121,Lung contusion-closed,Contusion of lung without mention of open wound into thorax
86122,Lung laceration-closed,Laceration of lung without mention of open wound into thorax
86130,Lung injury NOS-open,Unspecified injury of lung with open wound into thorax
86131,Lung contusion-open,Contusion of lung with open wound into thorax
86132,Lung laceration-open,Laceration of lung with open wound into thorax
8620,Diaphragm injury-closed,"Injury to diaphragm, without mention of open wound into cavity"
8621,Diaphragm injury-open,"Injury to diaphragm, with open wound into cavity"
86222,Esophagus injury-closed,Injury to esophagus without mention of open wound into cavity
86229,Intrathoracic inj NEC-cl,Injury to other specified intrathoracic organs without mention of open wound into cavity
86232,Esophagus injury-open,Injury to esophagus with open wound into cavity
86239,Intrathorac inj NEC-open,Injury to other specified intrathoracic organs with open wound into cavity
8629,Intrathorac inj NOS-open,"Injury to multiple and unspecified intrathoracic organs, with open wound into cavity"
8630,Stomach injury-closed,"Injury to stomach, without mention of open wound into cavity"
8631,Stomach injury-open,"Injury to stomach, with open wound into cavity"
86320,Small intest inj NOS-cl,"Injury to small intestine, unspecified site, without open wound into cavity"
86321,Duodenum injury-closed,"Injury to duodenum, without open wound into cavity"
86329,Small intest inj NEC-cl,"Other injury to small intestine, without mention of open wound into cavity"
86330,Small intest inj NOS-opn,"Injury to small intestine, unspecified site, with open wound into cavity"
86331,Duodenum injury-open,"Injury to duodenum, with open wound into cavity"
86339,Small intest inj NEC-opn,"Other injury to small intestine, with open wound into cavity"
86340,Colon injury NOS-closed,"Injury to colon, unspecified site, without mention of open wound into cavity"
86342,Transverse colon inj-cl,"Injury to transverse colon, without mention of open wound into cavity"
86343,Descending colon inj-cl,"Injury to descending [left] colon, without mention of open wound into cavity"
86344,Sigmoid colon inj-closed,"Injury to sigmoid colon, without mention of open wound into cavity"
86345,Rectum injury-closed,"Injury to rectum, without mention of open wound into cavity"
86349,Colon injury NEC-closed,"Other injury to colon or rectum, without mention of open wound into cavity"
86350,Colon injury NOS-open,"Injury to colon, unspecified site, with open wound into cavity"
86351,Ascending colon inj-open,"Injury to ascending [right] colon, with open wound into cavity"
86352,Transverse colon inj-opn,"Injury to transverse colon, with open wound into cavity"
86353,Descending colon inj-opn,"Injury to descending [left] colon, with open wound into cavity"
86354,Sigmoid colon inj-open,"Injury to sigmoid colon, with open wound into cavity"
86355,Rectum injury-open,"Injury to rectum, with open wound into cavity"
86381,"Pancreas, head inj-close","Injury to pancreas, head, without mention of open wound into cavity"
86383,"Pancreas, tail inj-close","Injury to pancreas, tail, without mention of open wound into cavity"
86384,Pancreas injury NOS-clos,"Injury to pancreas, multiple and unspecified sites, without mention of open wound into cavity"
86389,GI injury NEC-closed,"Injury to other gastrointestinal sites, without mention of open wound into cavity"
86393,"Pancreas, tail inj-open","Injury to pancreas, tail, with open wound into cavity"
86394,Pancreas injury NOS-open,"Injury to pancreas, multiple and unspecified sites, with open wound into cavity"
86399,GI injury NEC-open,"Injury to other gastrointestinal sites, with open wound into cavity"
86400,Liver injury NOS-closed,"Injury to liver without mention of open wound into cavity, unspecified injury"
86401,Liver hematoma/contusion,"Injury to liver without mention of open wound into cavity, hematoma and contusion"
86402,"Liver laceration, minor","Injury to liver without mention of open wound into cavity, laceration, minor"
86403,"Liver laceration, mod","Injury to liver without mention of open wound into cavity, laceration, moderate"
86404,"Liver laceration, major","Injury to liver without mention of open wound into cavity, laceration, major"
86405,Liver lacerat unspcf cls,"Injury to liver without mention of open wound into cavity laceration, unspecified"
86409,Liver injury NEC-closed,Other injury to liver without mention of open wound into cavity
86411,Liver hematom/contus-opn,"Injury to liver with open wound into cavity, hematoma and contusion"
86412,"Liver lacerat, minor-opn","Injury to liver with open wound into cavity, laceration, minor"
86413,"Liver lacerat, mod-open","Injury to liver with open wound into cavity, laceration, moderate"
86414,"Liver lacerat, major-opn","Injury to liver with open wound into cavity, laceration, major"
86415,Liver lacerat unspcf opn,"Injury to liver with open wound into cavity, laceration, unspecified"
86419,Liver injury NEC-open,Other injury to liver with open wound into cavity
86500,Spleen injury NOS-closed,"Injury to spleen without mention of open wound into cavity, unspecified injury"
86501,Spleen hematoma-closed,"Injury to spleen without mention of open wound into cavity, hematoma without rupture of capsule"
86502,Spleen capsular tear,"Injury to spleen without mention of open wound into cavity, capsular tears, without major disruption of parenchyma"
86503,Spleen parenchyma lacer,"Injury to spleen without mention of open wound into cavity, laceration extending into parenchyma"
86504,Spleen disruption-clos,"Injury to spleen without mention of open wound into cavity, massive parenchymal disruption"
86509,Spleen injury NEC-closed,Other injury into spleen without mention of open wound into cavity
86510,Spleen injury NOS-open,"Injury to spleen with open wound into cavity, unspecified injury"
86511,Spleen hematoma-open,"Injury to spleen with open wound into cavity, hematoma without rupture of capsule"
86512,Spleen capsular tear-opn,"Injury to spleen with open wound into cavity, capsular tears, without major disruption of parenchyma"
86513,Spleen parnchym lac-opn,"Injury to spleen with open wound into cavity, laceration extending into parenchyma"
86514,Spleen disruption-open,"Injury to spleen with open wound into cavity, massive parenchyma disruption"
86600,Kidney injury NOS-closed,"Injury to kidney without mention of open wound into cavity, unspecified injury"
86601,Kidney hematoma-closed,"Injury to kidney without mention of open wound into cavity, hematoma without rupture of capsule"
86602,Kidney laceration-closed,"Injury to kidney without mention of open wound into cavity, laceration"
86603,Kidney disruption-closed,"Injury to kidney without mention of open wound into cavity, complete disruption of kidney parenchyma"
86610,Kidney injury NOS-open,"Injury to kidney with open wound into cavity, unspecified injury"
86611,Kidney hematoma-open,"Injury to kidney with open wound into cavity, hematoma without rupture of capsule"
86612,Kidney laceration-open,"Injury to kidney with open wound into cavity, laceration"
86613,Kidney disruption-open,"Injury to kidney with open wound into cavity, complete disruption of kidney parenchyma"
8670,Bladder/urethra inj-clos,"Injury to bladder and urethra, without mention of open wound into cavity"
8671,Bladder/urethra inj-open,"Injury to bladder and urethra, with open wound into cavity"
8672,Ureter injury-closed,"Injury to ureter, without mention of open wound into cavity"
8676,Pelvic organ inj NEC-cl,"Injury to other specified pelvic organs, without mention of open wound into cavity"
8677,Pelvic organ inj NEC-opn,"Injury to other specified pelvic organs, with open wound into cavity"
8678,Pelvic organ inj NOS-cl,"Injury to unspecified pelvic organ, without mention of open wound into cavity"
8679,Pelvic organ inj NOS-opn,"Injury to unspecified pelvic organ, with open wound into cavity"
86800,Intra-abdom inj NOS-clos,"Injury to other intra-abdominal organs without mention of open wound into cavity, unspecified intra-abdominal organ"
86801,Adrenal gland injury-cl,"Injury to other intra-abdominal organs without mention of open wound into cavity, adrenal gland"
86802,Biliary tract injury-cl,"Injury to other intra-abdominal organs without mention of open wound into cavity, bile duct and gallbladder"
86803,Peritoneum injury-closed,"Injury to other intra-abdominal organs without mention of open wound into cavity, peritoneum"
86804,Retroperitoneum inj-cl,"Injury to other intra-abdominal organs without mention of open wound into cavity, retroperitoneum"
86809,Intra-abdom inj NEC-clos,Injury to other and multiple intra-abdominal organs without mention of open wound into cavity
86810,Intra-abdom inj NOS-open,"Injury to other intra-abdominal organs with open wound into cavity, unspecified intra-abdominal organ"
86812,Biliary tract injury-opn,"Injury to other intra-abdominal organs with open wound into cavity, bile duct and gallbladder"
86813,Peritoneum injury-open,"Injury to other intra-abdominal organs with open wound into cavity, peritoneum"
86814,Retroperitoneum inj-open,"Injury to other intra-abdominal organs with open wound into cavity, retroperitoneum"
86819,Intra-abdom inj NEC-open,"Injury to other and multiple intra-abdominal organs, with open wound into cavity"
8690,Internal inj NOS-closed,Internal injury to unspecified or ill-defined organs without mention of open wound into cavity
8691,Internal injury NOS-open,Internal injury to unspecified or ill-defined organs with open wound into cavity
8700,Lac eyelid skn/perioculr,Laceration of skin of eyelid and periocular area
8701,Full-thicknes lac eyelid,"Laceration of eyelid, full-thickness, not involving lacrimal passages"
8702,Lac eyelid inv lacrm pas,Laceration of eyelid involving lacrimal passages
8703,Penetr wnd orbit w/o FB,"Penetrating wound of orbit, without mention of foreign body"
8704,Penetrat wnd orbit w FB,Penetrating wound of orbit with foreign body
8708,Opn wnd ocular adnex NEC,Other specified open wounds of ocular adnexa
8710,Ocular lac w/o prolapse,Ocular laceration without prolapse of intraocular tissue
8711,Ocular lacera w prolapse,Ocular laceration with prolapse or exposure of intraocular tissue
8712,Rupture eye w tissu loss,Rupture of eye with partial loss of intraocular tissue
8713,Avulsion of eye,Avulsion of eye
8716,Penetrat FB NEC eye,Penetration of eyeball with (nonmagnetic) foreign body
87200,Opn wound extern ear NOS,"Open wound of external ear, unspecified site, without mention of complication"
87201,Open wound of auricle,"Open wound of auricle, ear, without mention of complication"
87202,Opn wound auditory canal,"Open wound of auditory canal, without mention of complication"
87261,Open wound of ear drum,"Open wound of ear drum, without mention of complication"
87264,Open wound of cochlea,"Open wound of cochlea, without mention of complication"
87269,Open wound of ear NEC,"Open wound of other and multiple sites of ear, without mention of complication"
8728,Open wound of ear NOS,"Open wound of ear, part unspecified, without mention of complication"
8730,Open wound of scalp,"Open wound of scalp, without mention of complication"
8731,Open wound scalp-compl,"Open wound of scalp, complicated"
87320,Open wound of nose NOS,"Open wound of nose, unspecified site, without mention of complication"
87321,Open wound nasal septum,"Open wound of nasal septum, without mention of complication"
87322,Open wound nasal cavity,"Open wound of nasal cavity, without mention of complication"
87323,Open wound nasal sinus,"Open wound of nasal sinus, without mention of complication"
87330,Open wnd nose NOS-compl,"Open wound of nose, unspecified site, complicated"
87333,Open wnd nas sinus-compl,"Open wound of nasal sinus, complicated"
87340,Open wound of face NOS,"Open wound of face, unspecified site, without mention of complication"
87341,Open wound of cheek,"Open wound of cheek, without mention of complication"
87342,Open wound of forehead,"Open wound of forehead, without mention of complication"
87343,Open wound of lip,"Open wound of lip, without mention of complication"
87344,Open wound of jaw,"Open wound of jaw, without mention of complication"
87349,Open wound of face NEC,"Open wound of other and multiple sites of face, without mention of complication"
87350,Open wnd face NOS-compl,"Open wound of face, unspecified site, complicated"
87351,Open wound cheek-compl,"Open wound of cheek, complicated"
87352,Open wnd forehead-compl,"Open wound of forehead, complicated"
87353,Open wound lip-complicat,"Open wound of lip, complicated"
87354,Open wound jaw-complicat,"Open wound of jaw, complicated"
87359,Open wnd face NEC-compl,"Open wound of other and multiple sites of face, complicated"
